item_id,title,difficulty
642,Learning Linux for LFCA Certification,Beginner
643,Learning and Development,Beginner
644,Learning for a Sustainable Future,Beginner
645,Les Fondamentaux de la Négociation,Beginner
646,Leverage Data Science for a More Agile Supply Chain,Intermediate
647,Linear Algebra for Machine Learning and Data Science,Beginner
648,Linear Circuits 1: DC Analysis,Mixed
649,Linux and Private Cloud Administration on IBM Power Systems,Intermediate
650,MATLAB Programming for Engineers and Scientists,Beginner
651,MLOps | Machine Learning Operations,Advanced
652,Machine Learning,Intermediate
653,Machine Learning Data Lifecycle in Production,Advanced
654,Machine Learning Engineering for Production (MLOps),Advanced
655,Machine Learning Foundations for Product Managers,Beginner
656,Machine Learning Modeling Pipelines in Production,Advanced
657,Machine Learning and Reinforcement Learning in Finance,Intermediate
658,Machine Learning for All,Beginner
659,Machine Learning for Trading,Intermediate
660,Machine Learning on Google Cloud,Intermediate
661,Machine Learning with Python,Intermediate
662,"Make the Sale: Build, Launch, and Manage E-commerce Stores",Beginner
663,Making Architecture,Beginner
664,Management Consulting,Beginner
665,Management of Fashion and Luxury Companies,Mixed
666,Managerial Accounting Fundamentals,Beginner
667,Managerial Economics and Business Analysis,Beginner
668,Managing Cybersecurity,Beginner
669,Managing Emotions in Times of Uncertainty & Stress,Beginner
670,Managing the Company of the Future,Mixed
671,Marine Biology,Beginner
672,Market Research,Beginner
673,Marketing Analytics,Beginner
674,Marketing Digital,Beginner
675,Marketing Mix Implementation,Beginner
676,Marketing Strategy,Beginner
677,Marketing digital e e-commerce do Google,Beginner
678,Marketing en redes sociales de Meta,Beginner
679,Marketing with TikTok,Beginner
680,Mastering Final Cut Pro,Beginner
681,Mathematics for Engineers,Beginner
682,Mathematics for Machine Learning,Beginner
683,Mathematics for Machine Learning and Data Science,Beginner
684,Mathematics for Machine Learning: Linear Algebra,Beginner
685,Medical Billing and Coding Fundamentals,Beginner
686,Medical Neuroscience,Advanced
687,Medical Terminology,Beginner
688,Memoir and Personal Essay: Write About Yourself,Beginner
689,Mercados financieros,Beginner
690,Mergers and Acquisitions,Intermediate
691,Meta AR Developer,Intermediate
692,Meta Android Developer,Beginner
693,Meta Back-End Developer,Beginner
694,Meta Database Engineer,Beginner
695,Meta Front-End Developer,Beginner
696,Meta Marketing Analytics,Beginner
697,Meta React Native,Beginner
698,Meta Social Media Marketing,Beginner
699,Meta iOS Developer,Beginner
700,Methods and Statistics in Social Sciences,Beginner
701,Microeconomics Principles,Beginner
702,Microeconomics: The Power of Markets,Mixed
703,Microsoft 365 Fundamentals,Beginner
704,Microsoft Azure AI Fundamentals AI-900 Exam Prep,Beginner
705,Microsoft Azure Data Engineering Associate (DP-203),Intermediate
706,Microsoft Azure Data Fundamentals DP-900 Exam Prep,Beginner
707,Microsoft Azure Data Scientist Associate (DP-100),Intermediate
708,Microsoft Azure Developer Associate (AZ-204),Intermediate
709,Microsoft Azure Fundamentals AZ-900 Exam Prep,Beginner
710,Microsoft Cybersecurity Analyst,Beginner
711,Microsoft Power BI Data Analyst,Beginner
712,Microsoft Power Platform Fundamentals,Beginner
713,Microsoft Windows Defender and Firewall for Beginners,Beginner
714,Miracles of Human Language: An Introduction to Linguistics,Beginner
715,Model Thinking,Intermediate
716,Modern Project Management,Beginner
717,"Modern Robotics:  Mechanics, Planning, and Control",Intermediate
718,Modern and Contemporary Art and Design,Beginner
719,Moral Foundations of Politics,Mixed
720,Music Business,Beginner
721,Music Education for Teachers,Intermediate
722,Music Production,Beginner
723,Narrative Economics,Beginner
724,Natural Language Processing,Intermediate
725,Natural Language Processing in TensorFlow,Intermediate
726,Natural Language Processing with Attention Models,Intermediate
727,Natural Language Processing with Classification and Vector Spaces,Intermediate
728,Natural Language Processing with Probabilistic Models,Intermediate
729,Natural Language Processing with Sequence Models,Intermediate
730,"Negotiation, Mediation and Conflict Resolution",Beginner
731,Negotiations,Beginner
732,Network Automation Engineering Fundamentals,Beginner
733,Networking in Google Cloud,Intermediate
734,Neural Networks and Deep Learning,Intermediate
735,Neuroscience and Neuroimaging,Intermediate
736,"NoSQL, Big Data, and Spark Foundations",Beginner
737,Nuts and Bolts of U.S. Immigration Law,Intermediate
738,OKR Certification: Leadership and Goal Setting,Beginner
739,Object Oriented Java Programming: Data Structures and Beyond,Intermediate
740,Object Oriented Programming in Java,Beginner
741,Object-Oriented Data Structures in C++,Intermediate
742,Oil & Gas Industry Operations and Markets,Mixed
743,Omnichannel Retail Strategy,Beginner
744,Operating Systems and You: Becoming a Power User,Beginner
745,Optical Engineering,Advanced
746,Oracle SQL Databases,Beginner
747,Organizational Analysis,Beginner
748,Organizational Change and Culture for Adopting Google Cloud,Beginner
749,Organizational Leadership,Intermediate
750,"Organizational Leadership in Diversity, Equity & Inclusion",Intermediate
751,Overcoming Dyslexia,Beginner
752,Palliative Care Always,Beginner
753,Patient Safety,Beginner
754,People Analytics,Mixed
755,People and Soft Skills for Professional and Personal Success,Beginner
756,Personal Branding: Stand Out and Succeed,Beginner
757,Pharmacy Technician Fundamentals,Beginner
758,Photography Basics and Beyond: From Smartphone to DSLR,Beginner
759,Plant Bioinformatic Methods,Beginner
760,Play It Safe: Manage Security Risks,Beginner
761,Politics and Economics of International Energy,Beginner
762,Positive Psychiatry and Mental Health,Mixed
763,Positive Psychology: Martin E. P. Seligman’s Visionary Science,Beginner
764,PostgreSQL for Everybody,Intermediate
765,Power Electronics,Intermediate
766,Practical Data Science on the AWS Cloud,Advanced
767,Practical Data Science with MATLAB,Beginner
768,Practical Guide to Trading,Beginner
769,Pre-MBA Statistics,Beginner
770,Precision Medicine,Intermediate
771,Prepare Data for Exploration,Beginner
772,Preparing  Data for Analysis with Microsoft Excel,Beginner
773,Preparing for Google Cloud Certification: Cloud Architect,Intermediate
774,Preparing for Google Cloud Certification: Cloud Data Engineer,Intermediate
775,Preparing for Google Cloud Certification: Cloud DevOps Engineer,Beginner
776,Preparing for Google Cloud Certification: Cloud Developer,Intermediate
777,Preparing for Google Cloud Certification: Cloud Engineer,Intermediate
778,Preparing for Google Cloud Certification: Cloud Network Engineer,Intermediate
779,Preparing for Google Cloud Certification: Cloud Security Engineer,Intermediate
780,Preparing for Google Cloud Certification: Machine Learning Engineer,Intermediate
781,Pricing Strategy Optimization,Beginner
782,Primeros Auxilios Psicológicos (PAP),Mixed
783,Principles of Management,Mixed
784,Principles of Sustainable Finance,Intermediate
785,Private Equity and Venture Capital,Mixed
786,Probabilistic Graphical Models,Advanced
787,Probability & Statistics for Machine Learning & Data Science,Beginner
788,Process Data from Dirty to Clean,Beginner
789,"Product Ideation, Design, and Management",Beginner
790,Professional Skills for the Workplace,Beginner
791,Professionalism in Allied Health,Beginner
792,"Programming Languages, Part A",Intermediate
793,Programming for Everybody (Getting Started with Python),Beginner
794,Programming in C++: A Hands-on Introduction,Beginner
795,Programming with Google Go,Intermediate
796,Programming with JavaScript,Beginner
797,Project Execution,Beginner
798,Project Execution: Running the Project,Beginner
799,Project Initiation: Starting a Successful Project,Beginner
800,Project Launch,Beginner
801,Project Management,Beginner
802,Project Management & Other Tools for Career Development,Beginner
803,"Project Management Foundations, Initiation, and Planning",Beginner
804,Project Management Principles and Practices,Beginner
805,Project Management: Foundations and Initiation,Beginner
806,Project Planning,Beginner
807,Project Planning: Putting It All Together,Beginner
808,Prompt Engineering for ChatGPT,Beginner
809,Psychological First Aid,Mixed
810,Psychological Research,Beginner
811,Put It to Work: Prepare for Cybersecurity Jobs,Beginner
812,PwC GST Taxation Executive,Beginner
813,Python 3 Programming,Beginner
814,Python Basics,Beginner
815,Python Data Structures,Beginner
816,"Python Functions, Files, and Dictionaries",Beginner
817,Python Programming Fundamentals,Beginner
818,Python Project for Data Engineering,Intermediate
819,Python Project for Data Science,Intermediate
820,Python and Statistics for Financial Analysis,Intermediate
821,Python for Cybersecurity,Intermediate
822,"Python for Data Science, AI & Development",Beginner
823,Python for Everybody,Beginner
824,"Python, Bash and SQL Essentials for Data Engineering",Beginner
825,Qualitative Research Design and Methods for Public Health,Beginner
826,Queering Identities: LGBTQ+ Sexuality and Gender Identity,Beginner
827,React Basics,Beginner
828,Real-World Product Management,Beginner
829,Reducing Gun Violence in America: Evidence for Change,Beginner
830,Regression Analysis: Simplify Complex Data Relationships,Advanced
831,Regulatory Compliance,Intermediate
832,Reinforcement Learning,Intermediate
833,Removing Barriers to Change,Beginner
834,Renewable Energy,Beginner
835,Reporting extra-financier et stratégie RSE,Beginner
836,Risk Management,Beginner
837,Robotic Process Automation (RPA),Beginner
838,Robotics,Beginner
839,Réussir le Changement,Mixed
840,SAP Professional Fundamentals,Beginner
841,SAP Technology Consultant,Beginner
842,SAS Advanced Programmer,Intermediate
843,SAS Programmer,Beginner
844,SAS Visual Business Analytics,Beginner
845,SQL for Data Science,Beginner
846,Sales Operations/Management,Beginner
847,Sales Training for High Performing Teams,Beginner
848,Sales and CRM Overview,Beginner
849,Salesforce Sales Development Representative,Beginner
850,Salesforce Sales Operations,Beginner
851,Satisfaction Guaranteed: Develop Customer Loyalty Online,Beginner
852,School Health for Children and Adolescents,Beginner
853,Science of Exercise,Beginner
854,Scrum Master,Beginner
855,Scrum Master Certification,Beginner
856,Search Engine Optimization (SEO),Beginner
857,Security Analyst Fundamentals,Beginner
858,Security Principles,Beginner
859,Security in Google Cloud,Intermediate
860,Self-Driving Cars,Advanced
861,Sequence Models,Intermediate
862,"Sequences, Time Series and Prediction",Intermediate
863,Share Data Through the Art of Visualization,Beginner
864,Site Reliability Engineering: Measuring and Managing Reliability,Intermediate
865,Six Sigma Black Belt,Intermediate
866,Six Sigma Green Belt,Intermediate
867,Six Sigma Yellow Belt,Beginner
868,Social Media Management,Beginner
869,Social Media Marketing,Beginner
870,Social Media Marketing in Practice,Beginner
871,Social Psychology,Beginner
872,Social and Economic Networks:  Models and Analysis,Advanced
873,Software Architecture for Big Data,Advanced
874,Software Design and Architecture,Beginner
875,Software Development Lifecycle,Intermediate
876,Software Product Management,Beginner
877,Software Testing and Automation,Intermediate
878,Solar Energy Basics,Beginner
879,Solar Energy System Design,Intermediate
880,"Songwriting: Writing, Arranging, and Producing Music",Beginner
881,Soporte de Tecnologías de la Información de Google,Beginner
882,Sound the Alarm: Detection and Response,Beginner
883,Spanish for Successful Communication in Healthcare Settings,Intermediate
884,"Spark, Hadoop, and Snowflake for Data Engineering",Advanced
885,"Speak English Professionally: In Person, Online & On the Phone",Mixed
886,Sports Marketing,Intermediate
887,Sports Performance Analytics,Intermediate
888,Spring Framework,Beginner
889,Stanford Introduction to Food and Health,Beginner
890,"Start the UX Design Process: Empathize, Define, and Ideate",Beginner
891,Statistical Analysis with R for Public Health,Beginner
892,Statistics with Python,Beginner
893,Strategic Leadership and Management,Beginner
894,"Strategic Leadership: Impact, Change, and Decision-Making",Beginner
895,Strategic Management and Innovation,Beginner
896,Strategic Sales Management,Intermediate
897,Structuring Machine Learning Projects,Beginner
898,Successful Negotiation: Essential Strategies and Skills,Beginner
899,Suicide Prevention,Beginner
900,Supervised Machine Learning: Regression and Classification,Beginner
901,Suporte em TI do Google,Beginner
902,Supply Chain Analytics,Beginner
903,Supply Chain Logistics,Beginner
904,Supply Chain Management,Beginner
905,Supply Chain Principles,Mixed
906,Survey Data Collection and Analytics,Beginner
907,Sustainable Fashion,Beginner
908,System Administration and IT Infrastructure Services,Beginner
909,Systems Biology and Biotechnology,Intermediate
910,"TESOL Certificate, Part 1: Teach English Now!",Beginner
911,"TESOL Certificate, Part 2: Teach English Now!",Beginner
912,TOEFL Preparation,Beginner
913,Tableau Business Intelligence Analyst,Beginner
914,Talent Acquisition,Beginner
915,Tally Bookkeeper,Beginner
916,Teach English Now! Foundational Principles,Mixed
917,Teamwork Skills: Communicating Effectively in Groups,Beginner
918,Technical Support Fundamentals,Beginner
919,TensorFlow: Advanced Techniques,Intermediate
920,TensorFlow: Data and Deployment,Intermediate
921,Terrorism and Counterterrorism: Comparing Theory and Practice,Beginner
922,The Art of Visual Storytelling,Beginner
923,The Arts and Science of Relationships: Understanding Human Needs,Beginner
924,The Bits and Bytes of Computer Networking,Beginner
925,The Business of Health Care,Beginner
926,The Business of Music Production,Beginner
927,The DIY Musician,Beginner
928,The Fundamentals of Personal Finance,Beginner
929,The Manager's Toolkit: A Practical Guide to Managing People at Work,Mixed
930,The Materiality of ESG Factors,Beginner
931,"The Modern World, Part One: Global History from 1760 to 1910",Beginner
932,The Path to Insights: Data Models and Pipelines,Advanced
933,The Power of Statistics,Advanced
934,The Pronunciation of American English,Beginner
935,The Science of Well-Being,Mixed
936,The Science of Well-Being for Teens,Beginner
937,The Singer Songwriter,Beginner
938,The Strategy of Content Marketing,Intermediate
939,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",Beginner
940,The hidden value – Lean in manufacturing and services,Beginner
941,Think Outside the Inbox: Email Marketing,Beginner
942,Think like a CFO,Beginner
943,Tools for Data Science,Beginner
944,Tools of the Trade: Linux and SQL,Beginner
945,Trading Strategies in Emerging Markets,Beginner
946,Transforming the Fashion Business,Intermediate
947,Translation in Practice,Beginner
948,Troubles du spectre de l'autisme : diagnostic,Intermediate
949,U.S. Federal Taxation,Intermediate
950,UCI Project Management,Beginner
951,UI / UX Design,Beginner
952,Uncommon Sense Teaching,Beginner
953,Understanding Basic SQL Syntax,Beginner
954,Understanding Clinical Research: Behind the Statistics,Beginner
955,Understanding Einstein: The Special Theory of Relativity,Beginner
956,Understanding Research Methods,Mixed
957,Understanding child development: from synapse to society,Beginner
958,Understanding the Brain: The Neurobiology of Everyday Life,Beginner
959,"Unsupervised Learning, Recommenders, Reinforcement Learning",Beginner
960,User Experience Research and Design,Beginner
961,User Interface Design,Intermediate
962,Using Public Policy for Social Change,Beginner
963,Using Python to Access Web Data,Beginner
964,Using Python to Interact with the Operating System,Beginner
965,Value Chain Management,Intermediate
966,Value-Based Care,Beginner
967,Version Control,Beginner
968,Viral Marketing and How to Craft Contagious Content,Mixed
969,Visual Elements of User Interface Design,Beginner
970,Visualizing the Living Body: Diagnostic Imaging,Intermediate
971,Vital Signs: Understanding What the Body Is Telling Us,Mixed
972,Vivre avec le TDAH à travers les âges,Beginner
973,Water Cooperation and Diplomacy,Intermediate
974,Web Applications for Everybody,Intermediate
975,Web Design for Everybody: Basics of Web Development & Coding,Beginner
976,Weight Management: Beyond Balancing Calories,Beginner
977,What is Compliance?,Mixed
978,What is Data Science?,Beginner
979,Wind Energy,Mixed
980,Wine Tasting: Sensory Techniques for Wine Analysis,Beginner
981,Wireshark for Beginners: Capture Packets,Beginner
982,Work Smarter with Microsoft Excel,Beginner
983,Work Smarter with Microsoft Word,Beginner
984,Write A Feature Length Screenplay For Film Or Television,Beginner
985,Write Professional Emails in English,Mixed
986,Write Your First Novel,Beginner
987,Writing in the Sciences,Beginner
988,Étudier en France: French Intermediate course B1-B2,Intermediate
989,Цифровий маркетинг і електронна комерція від Google,Beginner
990,تحليلات البيانات من Google,Beginner
991,用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1)),Beginner
992,用 Python 做商管程式設計（二）(Programming for Business Computing in Python (2)),Intermediate
